id,x,y
BEJ,-18.6057466069665,-450.551969913791
TAJ,-7.43586811974586,-562.639917145332
HEB,-8.13109515069344,-6.87829486259274
SHX,137.254371539197,-23.2951723406403
ZH,-2807.70490168625,2978.40418765604
NMG,36.8964031790154,-54.4462066672375
LIA,-165.024412144651,-163.979232335416
JIL,-1.21682106948683,-60.5129997561256
HLJ,-168.414850776218,-265.310799627577
SHH,-460.009236972825,-1313.62287754122
JSU,-131.812293953699,1.55025761205559
ZHJ,85.5824539252912,6.15048234900377
ANH,152.034304877919,6.24414648195516
FUJ,251.932684896622,4.52994269049859
JXI,199.845053593266,-59.4891002983306
SHD,-52.3113986506534,1.7647337511413
HEN,130.549664004076,32.4267314483411
HUB,55.8745447233953,29.7981298398623
HUN,56.5546079148324,18.0753732077535
GUD,-9.28595095230186,17.4680636463073
GXI,327.566891515107,7.13451351739354
SCH,703.463724679481,99.1083430396826
GUI,334.620714837027,2.79394022079444
YUN,419.080552360757,19.4338784858572
SHA,350.674234102398,10.8776163150202
GAN,174.944560536405,-117.236976333084
QIH,141.217597690057,-76.1047731200169
NXA,163.136436121276,-53.1246050869911
XIN,108.736894910208,-28.5117209807908
