id,x,y
BEJ,164.154398871971,399.206031305868
TAJ,157.028934725216,357.880297668178
HEB,-57.317627037087,-30.2341508205108
SHX,4.9126618395002,-11.3526262574225
ZH,-2033.77894866737,-531.477372220557
NMG,141.033719047883,93.2014271109772
LIA,-41.5174390442259,258.990512720464
JIL,-4.70852655536992,47.1677598574214
HLJ,39.090201732728,217.580153758321
SHH,114.362018021824,696.538498098975
JSU,-97.1168216900382,-2.70291654057874
ZHJ,12.2046627273541,-50.9832394787888
ANH,91.6825035299362,-108.110748158928
FUJ,71.2283792156377,-65.8050975252929
JXI,40.8679654785857,-56.9584894343339
SHD,-4.67120667666462,-76.0852797404589
HEN,5.76747632843818,-79.4200220271998
HUB,83.9757223233425,-87.721688630993
HUN,46.5966167817646,-73.070996602574
GUD,-39.6579063093126,-9.70499427726683
GXI,111.997856775227,-97.7811590325855
SCH,469.125559643688,-386.070524372162
GUI,116.496063397454,-103.287364730138
YUN,84.4457819690819,-79.8094209453388
SHA,56.1124500839085,-60.4174612639499
GAN,48.1322728295177,-41.4033819544354
QIH,157.670812946089,-85.0328721431851
NXA,155.950341617537,-84.7203366929895
XIN,105.895602055627,51.5614697354161
