id,x,y
BEJ,-108.07015005172,450.879447267004
TAJ,-121.475226098848,430.855518177769
HEB,9.40285240476031,-56.1913701617454
SHX,-12.6077252464357,17.4054328277233
ZH,2272.39162680552,-1066.46467588953
NMG,-119.036151484706,154.467052356515
LIA,97.1041979092184,291.390006253487
JIL,1.72313665970485,46.7189849638451
HLJ,-12.9074932742186,169.511909665298
SHH,-44.2909645292375,787.048065216521
JSU,64.6255706270119,-42.3819807822038
ZHJ,-37.0909300542031,-61.1218146304101
ANH,-176.563978925015,-128.14163363703
FUJ,-58.8995225930395,-39.1280505943246
JXI,-107.528875412091,-75.6481807885091
SHD,-8.92117514118352,-97.8651567367075
HEN,-86.2344389340767,-96.9447808947186
HUB,-18.0281464944993,-28.9364379323522
HUN,-77.4065942232126,-77.2667048007284
GUD,23.7959558648262,-56.4640472378596
GXI,-156.72556285905,-87.2952263042711
SCH,-624.369608881667,-380.141079081114
GUI,-146.441690795944,-78.7025913539396
YUN,-76.6114784722328,-60.672338559665
SHA,-46.0885811676718,-25.1326117017497
GAN,-19.6696745925955,-19.2384593227057
QIH,-136.20495441063,56.8326594045903
NXA,-168.551084922014,-47.9168391237584
XIN,-105.314596396919,120.544281435306
