id,x,y
BEJ,780.4508222280302,859.1770507917082
TAJ,708.9997379698037,821.3509590835199
HEB,6.741781161614359,-23.814340975913655
SHX,91.7007074813836,40.59298333769533
ZH,4500.273521513737,664.6895972652885
NMG,116.8352070051803,-48.70882622187548
LIA,93.49229310888174,417.7666201871946
JIL,126.16745301926204,53.78251666430599
HLJ,134.94862360091702,376.34007879576654
SHH,1082.138199820359,1926.6863652994762
JSU,100.69743097080088,67.6907853830733
ZHJ,103.30036718235442,-55.07140794059212
ANH,128.0632892369966,-135.48496757793174
FUJ,217.5747301654348,-108.29614958886552
JXI,205.40922949431604,-132.63163360908536
SHD,24.35989572438185,-3.8901521827169425
HEN,62.04756808198373,-109.90530339866179
HUB,65.4088678203556,-106.04988263732797
HUN,40.01304656304588,-70.26129495834346
GUD,7.478531958288745,8.481737129677079
GXI,231.2137418280918,-149.6373375433377
SCH,674.9874149689235,-735.708473361801
GUI,344.04963110767056,-252.09908280563192
YUN,220.61817019743228,-138.4746773205052
SHA,162.5108931069711,-89.23587362933253
GAN,174.40302382244164,-6.962121992686207
QIH,214.96442244274175,-5.842310581894299
NXA,207.96537623569986,-55.66134354015551
XIN,172.32010529115882,-61.64716386538557
