id,x,y
BEJ,156.29967743906587,369.43146500053837
TAJ,174.8060282958071,395.72894735089255
HEB,102.3442563399521,-80.22267256968054
SHX,10.236827613859502,17.697442679780703
ZH,-2774.456819625464,-1012.7115708007663
NMG,87.05526127394296,66.10606360634043
LIA,-68.17106720732946,231.72606779733212
JIL,25.769494139126916,95.839052821976
HLJ,-6.596929556631693,223.42790555663552
SHH,125.69815628422458,990.5450290152119
JSU,-57.84281794268662,-29.04666733618869
ZHJ,12.141771235125677,-44.202249896514026
ANH,98.90466298434207,-86.50890622331158
FUJ,134.5520712723697,-92.18873530055149
JXI,122.53699074967533,-80.51999067942062
SHD,7.440176024934857,-60.504570618408536
HEN,114.3907289168281,-59.69525725614011
HUB,-6.8077281588338465,-50.97610319861082
HUN,95.35252437281298,-83.62992440946067
GUD,-52.26067062975113,35.01873770324493
GXI,133.52372531522616,-79.98535754714132
SCH,534.0688954170304,-380.47930699058145
GUI,214.75688272626695,-133.63116186614715
YUN,128.1175089908694,-82.49317114752284
SHA,85.47532095655751,-61.33991755271181
GAN,159.5993482987894,-65.55661158572569
QIH,164.14760559009702,13.040321278172165
NXA,127.96701872238641,-24.60969411236978
XIN,150.9997143296544,69.74117190815457
