id,x,y
BEJ,614.8333819798379,1001.9132276815367
TAJ,598.7218553708733,700.6067234199649
HEB,-54.63822206110744,67.74929143541735
SHX,218.98708082840898,-48.6428887942717
ZH,-7544.827413542058,-2589.5083714798575
NMG,312.8500848005806,-129.78480820292322
LIA,-137.98819382297532,598.683774910823
JIL,182.07858966911078,-7.045851624011476
HLJ,6.214788080684528,336.882792242513
SHH,532.1709732833556,2399.700076091728
JSU,-245.2269808028932,218.68336559120695
ZHJ,223.69058992067366,-99.93403814987676
ANH,265.6043788879397,-138.16260462061285
FUJ,445.19815728170784,-232.32626036023512
JXI,434.8256428678453,-233.6835903621927
SHD,-136.61446575001963,72.4969719908129
HEN,174.45897115216866,-95.21353887198387
HUB,139.62537113340707,-78.30363615987665
HUN,151.2143505062175,-79.86416719019115
GUD,-26.49598411255067,55.306095797366346
GXI,392.43205665972596,-200.1487212195413
SCH,564.2981818713185,-319.94417315638725
GUI,703.0364528038838,-406.5683653814357
YUN,504.2546823207968,-273.77532368267293
SHA,306.36902321916324,-126.57416328673013
GAN,249.78902319458757,-33.145103582487025
QIH,382.5268194814843,-100.78901119358167
NXA,360.4789891192274,-89.89679028519286
XIN,382.1549958095477,-168.66023887628234
