id,x,y
BEJ,-589.44,461.38
TAJ,-665.01,493.95
HEB,-18.529,-22.614
SHX,-86.255,2.87
ZH,5953.5,190.82
NMG,-150.31,-105.24
LIA,-60.191,441.32
JIL,-105.59,32.604
HLJ,-110.48,298.52
SHH,-943.73,1493.4
JSU,106.39,105.21
ZHJ,-137.38,-144.55
ANH,-149.65,-180.79
FUJ,-236.12,-249.73
JXI,-189.26,-202.36
SHD,15.597,0.19987
HEN,-98.045,-126.44
HUB,-58.101,-72.272
HUN,-66.055,-82.676
GUD,-41.569,-34.028
GXI,-275.71,-303.37
SCH,-473.21,-672.18
GUI,-350.17,-387.9
YUN,-259.66,-284.58
SHA,-167.43,-143.16
GAN,-209.43,-99.416
QIH,-226.65,-101.23
NXA,-212.23,-153.79
XIN,-195.27,-153.95
