id,x,y
BEJ,-171.456779472595,-371.287557121008
TAJ,-191.522148969749,-360.776508317835
HEB,-35.3288467567247,43.3117612184019
SHX,-6.05051874416296,-37.0355234325982
ZH,2563.56613367552,986.459514816471
NMG,-61.6285094486166,-24.0788783673945
LIA,81.2708153429607,-267.589561563022
JIL,-37.9096871027087,-50.2799167936336
HLJ,-1.22974082777412,-178.229898764199
SHH,-128.671029811012,-941.229152484863
JSU,73.0104319576381,-8.80452629952874
ZHJ,-17.9716812962914,44.6357758479062
ANH,-137.463739317894,105.665091935521
FUJ,-99.6993344058417,81.2260272513198
JXI,-69.1640890787332,49.8470539441305
SHD,-19.6629738341274,62.8828891371764
HEN,-110.847088616265,81.9029142906272
HUB,-18.4236491126158,55.5089399730819
HUN,-44.9264426993186,69.5795406091823
GUD,3.97466237695439,-1.868766395038
GXI,-151.863115932955,114.494125976549
SCH,-327.8085864314,269.45286259724
GUI,-243.855255078292,119.479837507009
YUN,-124.404154577368,93.3504533941338
SHA,-92.6975054116593,52.221776601868
GAN,-189.455050933076,127.222052239168
QIH,-160.186477631665,-28.3038075170154
NXA,-136.068514197975,12.1503256316656
XIN,-143.494089765645,-99.8930241374698
