id,x,y
BEJ,637.7049609,565.1447419
TAJ,286.6780926,346.0302994
HEB,-40.52353472,-61.5146774
SHX,-15.4999643,4.09058031
ZH,-2026.361886,207.0356643
NMG,79.96030323,50.54839053
LIA,54.63228411,280.0385858
JIL,13.01775234,34.90908839
HLJ,72.973713,166.7008739
SHH,341.7896179,570.2982451
JSU,-98.79539464,14.38396884
ZHJ,-20.82351865,-48.01071164
ANH,38.60904784,-175.3810849
FUJ,5.896040947,-63.73765942
JXI,15.32971537,-96.10527373
SHD,-26.84856911,-108.8268696
HEN,-23.88968822,-100.4091612
HUB,-31.36520889,-32.19192781
HUN,-8.266176164,-80.84788428
GUD,-68.85319132,23.67941766
GXI,65.44536095,-136.408313
SCH,296.6871408,-709.2211856
GUI,121.7274767,-117.4261342
YUN,56.02315237,-80.05160485
SHA,38.50173935,-29.09024473
GAN,27.36373628,-105.4348172
QIH,94.56488846,-152.3753368
NXA,53.30182239,-123.3694421
XIN,61.02028626,-42.45752769
