id,x,y
BEJ,215.26330158520412,374.1307700398852
TAJ,202.76122876294053,334.1021968059212
HEB,-60.79800747897221,-22.42803004249012
SHX,3.375896718818573,-11.900407162524735
ZH,-2086.034124165629,-259.20386193407364
NMG,152.07265095490692,73.83037827037762
LIA,-7.072466060529479,262.2017613362325
JIL,1.5398349136800888,47.377174891804295
HLJ,67.3843729505589,210.54337667820374
SHH,205.0337732420555,675.4300129029842
JSU,-96.62786230283297,10.101437510807814
ZHJ,5.38897603354186,-52.14598198662973
ANH,76.65742058631949,-119.23613206596445
FUJ,61.94873744515765,-74.60661361401498
JXI,33.016620916480164,-61.841433232562174
SHD,-14.643614726526977,-74.80878633383274
HEN,-4.7345832842097,-79.48828469104667
HUB,71.70092617990754,-98.01017182386454
HUN,36.57499640582662,-78.5677088752992
GUD,-40.59018721392569,-4.4014939166678655
GXI,98.15548446612536,-111.66994158331161
SCH,414.2373921474822,-444.4509235527057
GUI,101.88993598670113,-117.7202337944754
YUN,73.20817406500827,-90.2285820240319
SHA,47.67330668210272,-67.27653758922334
GAN,42.26484283759143,-47.37761902959769
QIH,145.10891164245422,-105.0432213993003
NXA,143.44453460374402,-104.50698537569289
XIN,111.76021180764114,37.17685775736288
