id,x,y
BEJ,442.34500000000014,772.4798270820198
TAJ,447.5250000000001,721.5792159108081
HEB,12.70632472432528,-61.26900000000001
SHX,36.27200000000001,89.93014511994812
ZH,-2375.6808876614714,1512.4100000000005
NMG,64.56885,-8.747969339971242
LIA,173.28200000000012,795.3793700582573
JIL,70.33900000000001,87.49402352673133
HLJ,154.74400000000009,465.2705640503658
SHH,903.9950000000003,2314.7454173665014
JSU,-44.26549999999999,108.11507630696036
ZHJ,-1.493547411366643,-47.224700000000006
ANH,71.56920539414978,-193.74050000000003
FUJ,50.2918272485699,-143.77600000000004
JXI,37.177604559062154,-95.12250000000003
SHD,-6.57902178746962,-61.64759999999999
HEN,58.87413900007369,-153.88100000000003
HUB,-4.963711204330887,-55.3392
HUN,11.053082228500788,-88.2155
GUD,-1.2102499999999987,9.524089019316067
GXI,79.85447043215551,-212.444
SCH,164.51884595692977,-474.42500000000007
GUI,150.8876061013627,-295.40500000000003
YUN,65.57111344753875,-173.7175000000001
SHA,54.96230225117939,-117.12650000000002
GAN,105.11816351135512,-253.94000000000008
QIH,138.232,-112.50869325096191
NXA,103.38611270378625,-126.10300000000004
XIN,188.17850000000004,94.39827872444812
