id,x,y
BEJ,601.1773694653962,-489.6542466298709
TAJ,538.2503389806591,-374.6432817857615
HEB,-76.41549802168322,48.26942973661619
SHX,74.5144897150499,-23.0363576006651
ZH,-3737.41467447966,-244.4338171859545
NMG,138.7539199823497,40.19726987659363
LIA,97.42306963935303,-730.0993052332304
JIL,90.98536203286207,-10.840161991364276
HLJ,167.58136249248238,-264.4128995438067
SHH,868.5760008664831,-1524.8475060866863
JSU,-74.13547315704737,-13.296271198373924
ZHJ,-6.746050036719517,143.49972236175955
ANH,-5.209472229364079,137.0504656106337
FUJ,29.432963140973555,157.47541230853182
JXI,74.59098008292699,206.25888035735184
SHD,-8.521160731447349,162.288373671033
HEN,1.9640942742577066,156.64187949983818
HUB,-27.27673939023141,92.39617999266744
HUN,-35.53645652072095,101.54099283516442
GUD,-37.62630893332451,98.04457554119975
GXI,104.49795298819285,306.5911722510572
SCH,342.4506329287677,732.9820450779721
GUI,88.31031734411954,275.68601319541204
YUN,98.27512065564136,277.02633254641904
SHA,16.100117326862243,111.95080965790855
GAN,151.20368710622776,356.4751472479981
QIH,200.12065781467825,114.19299153547237
NXA,82.34194177196031,162.43316474545185
XIN,242.3711243903232,-5.752007486997544
