id,x,y
BEJ,462.57224240856505,945.4463835481795
TAJ,502.8801941973529,1012.746713758353
HEB,57.230181856292205,-165.06990641070536
SHX,24.908672533536887,45.291169715675096
ZH,-1551.4565645205778,1287.417376100309
NMG,141.85967177731263,169.17816885773226
LIA,123.93854953709575,593.0317082561135
JIL,105.2236698466323,245.27062385735903
HLJ,178.63319890709852,571.7951103378739
SHH,946.8972026454591,2534.995808823955
JSU,-32.34529331030075,18.907202040759437
ZHJ,6.789592310247524,-54.26823444780125
ANH,55.30678566100995,-168.50458793822503
FUJ,75.24056340279928,-203.7374578504498
JXI,68.52181563987901,-182.10776003873104
SHD,4.160493633716765,-66.67275608950274
HEN,64.90111774814896,-152.77167874077438
HUB,-3.806833275177862,-45.33224077119661
HUN,53.32045495729846,-162.68074975249297
GUD,-23.228821330311245,89.61970501864789
GXI,74.66551964125179,-190.6815426609826
SCH,298.6475362816639,-823.2424876242687
GUI,120.0905247920279,-311.67268661101923
YUN,71.64240183804377,-188.70739980311197
SHA,47.797192900791366,-132.20217015189934
GAN,105.25045416482565,-167.77201514577735
QIH,174.95852188789073,33.37269767407679
NXA,107.56465765414528,-62.98095452896255
XIN,208.81776619553474,178.4811122270826
