id,x,y
BEJ,228.08107399345403,410.5121856729622
TAJ,207.81000524357472,337.2380308041568
HEB,-49.283623595203345,-26.701337481974868
SHX,19.383012709988378,-17.079342442975637
ZH,-2168.1225551907405,-343.86200005551166
NMG,105.36630198398473,19.0220264301608
LIA,-3.0097317681073363,241.9510381434311
JIL,18.009711369994093,29.784642710120018
HLJ,61.841859163930614,184.11265098072045
SHH,219.54695141115786,656.5033488308088
JSU,-88.56559196342994,7.538389825900204
ZHJ,20.552725684922287,-57.96432293161316
ANH,85.64336980062711,-100.7597143961466
FUJ,54.64804003980505,-64.23178111190646
JXI,35.99580478384315,-60.958658908833065
SHD,-24.555352346098708,-68.35526077895501
HEN,7.528656272756255,-89.14429646571163
HUB,51.051385325429024,-46.399424569218205
HUN,48.96317757538924,-73.5058956119909
GUD,-40.75462940666188,-14.35020355136648
GXI,101.72146346026452,-104.3376054330464
SCH,450.1014631022175,-454.547917510622
GUI,112.76501280794498,-115.01660008635277
YUN,57.3583291549937,-77.11635956492891
SHA,60.82589649874537,-71.64417711945553
GAN,41.74808987815621,-39.47434378840758
QIH,174.63942729212314,-66.8249896002928
NXA,103.16647602414369,-75.3319687965195
XIN,107.57197099596085,80.94182909376438
