id,x,y
BEJ,-957.156806240223,-664.645951441831
TAJ,-888.273449225225,-580.446943571522
HEB,12.7398611079652,68.5854948774867
SHX,-108.758536289583,78.8339214624476
ZH,7314.35369556476,-1440.01076630631
NMG,-155.186895184289,165.587224335274
LIA,-115.301968877877,-532.586333111248
JIL,-113.512526716142,17.9825879040596
HLJ,-113.904856496297,-233.616490048451
SHH,-1441.45683354771,-1728.11546113638
JSU,159.109519923908,-121.160880673522
ZHJ,-158.43762545404,191.847360525198
ANH,-134.713715996605,225.863011629585
FUJ,-230.613791065549,259.385888919146
JXI,-220.675935006058,278.114279585213
SHD,18.905152026342,126.099684403653
HEN,-61.3696155783948,188.123600626716
HUB,-45.5802965831195,147.518457717653
HUN,-52.8162744993034,175.262809928445
GUD,42.3842505989472,-10.4654887404099
GXI,-178.467125778049,246.940460063802
SCH,-934.910670510423,1769.61022775236
GUI,-362.901921388894,435.530099938281
YUN,-237.067249480705,285.301449389331
SHA,-152.412290729741,164.017456798089
GAN,-139.841476739617,68.5401265849659
QIH,-245.141884509114,90.789197679682
NXA,-258.905314809466,54.6471520090598
XIN,-239.996443673392,272.38676312208
