id,x,y
BEJ,-716.227127226918,471.567964056376
TAJ,-688.207326766399,413.882460832839
HEB,26.8449023833468,-10.3737724106798
SHX,-28.6465847316209,76.8606793939792
ZH,1432.71058214298,-5356.23162327914
NMG,55.8601668495905,133.6224927942
LIA,-372.377824454941,-73.0169360025816
JIL,-37.5120786364888,106.484584332099
HLJ,-333.32022657608,0.580564613493834
SHH,-1669.38919269733,392.477497196136
JSU,-20.5222732828177,-114.847992687314
ZHJ,60.4296628416884,122.40992415993
ANH,136.72715186581,175.642704780653
FUJ,120.200357092137,255.088162514301
JXI,141.428303709401,251.626835830126
SHD,15.2096820584177,-29.7023582513551
HEN,106.95067083227,100.832005457233
HUB,103.723375714743,102.807875449005
HUN,68.4052641384341,64.8059677510572
GUD,-4.96312896325503,-8.20228868207521
GXI,159.511458191722,283.359650454243
SCH,740.519845824869,933.444240026962
GUI,264.42668717404,432.106049494985
YUN,148.242250197796,268.844191412599
SHA,97.4566482567661,193.497288121971
GAN,22.9199329248972,176.093639293753
QIH,25.7315561031887,216.074709953545
NXA,70.8847273338926,226.814161001468
XIN,73.0137178446705,193.456632624728
