id,x,y
BEJ,491.40556755002126,540.9722327340143
TAJ,653.6652985767508,648.3353329154213
HEB,23.219584909654714,-82.76572835746244
SHX,64.68867789326052,56.471221387954756
ZH,2828.637276237074,1476.9549099173705
NMG,109.18716940636618,62.63067703790419
LIA,131.21049703197386,410.4793681406408
JIL,98.19769738624535,95.45191111358879
HLJ,182.24558239974397,327.099192003569
SHH,1023.0701594348515,1498.9372129644112
JSU,31.50158780439768,24.279128590183383
ZHJ,46.77416119318739,-54.17397725772207
ANH,83.20259709023485,-116.45182497277456
FUJ,125.0757216845824,-111.65069765051405
JXI,110.28067142828932,-119.99782779461815
SHD,21.167699666632693,-96.9202973815861
HEN,96.86510509316834,-125.85385104715321
HUB,-9.060389119127159,-54.84284912572414
HUN,42.889148339032914,-90.56025149226647
GUD,10.02257448001975,-4.13431118137075
GXI,163.4480117066904,-158.23192031317177
SCH,300.22612268874457,-566.2863739827192
GUI,177.11551935253718,-187.37200928061037
YUN,121.39805448270315,-116.51169531037117
SHA,142.48496937858116,-120.46269358783312
GAN,157.6086926455528,-28.83441002581772
QIH,177.16771702445504,12.1993170898689
NXA,147.72030790006568,-81.06557641071745
XIN,194.0377378674552,91.61484553886416
